Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
2010,BIHAR,SAHARSA,1174.88,92318,100596,1.08966832,0.204562655,3.732179027,24.17975333
2011,BIHAR,SAHARSA,1691.04,98442,190804,1.938237744,0.211497332,5.372495156,25.49857497
2012,BIHAR,SAHARSA,1742.79,100132,191868,1.916150681,0.213519027,5.756880907,25.13714651
2013,BIHAR,SAHARSA,1616.24,97448,148742,1.52637304,0.222192649,11.8415379,25.28901435
2014,BIHAR,SAHARSA,1814.87,90320,166372,1.842028344,0.229446251,13.56220189,24.64272467
2015,BIHAR,SAHARSA,1934.94,90453.54513,207673.2601,1934.94,0.196497893,9.214718117,24.75843227
2016,BIHAR,SAHARSA,1848.51,90453.54513,207673.2601,1848.51,0.21017101,12.31892217,24.55885295
2017,BIHAR,SAHARSA,1656.48,90453.54513,207673.2601,1656.48,0.21069265,10.23187996,25.22867071
1966,BIHAR,PURNEA,368.58,90453.54513,207673.2601,368.58,0.199346119,8.434213115,24.92636745
1967,BIHAR,PURNEA,515.83,90453.54513,207673.2601,515.83,0.208501717,13.23685728,24.45125703
1968,BIHAR,PURNEA,487.82,90453.54513,207673.2601,487.82,0.217630507,-0.58123055,24.47422044
1969,BIHAR,PURNEA,377.84,90453.54513,207673.2601,377.84,0.210566028,2.538831599,24.72309312
1970,BIHAR,PURNEA,601.64,90453.54513,207673.2601,601.64,0.197906606,1.856634971,24.56435789
1971,BIHAR,PURNEA,180.74,90453.54513,207673.2601,180.74,0.242093644,4.454203022,25.45138604
1972,BIHAR,PURNEA,884.4,90453.54513,207673.2601,884.4,0.216014596,9.390644395,25.13460712
1973,BIHAR,PURNEA,700.71,90453.54513,207673.2601,700.71,0.214469759,0.385625344,25.13355557
1974,BIHAR,PURNEA,767.43,90453.54513,207673.2601,767.43,0.202373554,8.475138589,24.84745821
1975,BIHAR,PURNEA,702.31,90453.54513,207673.2601,702.31,0.215959879,3.025838013,24.3172467
1976,BIHAR,PURNEA,721.4,90453.54513,207673.2601,721.4,0.211710679,4.225822339,25.07855338
1977,BIHAR,PURNEA,817.81,90453.54513,207673.2601,817.81,0.194467583,6.963220922,23.68140832
1978,BIHAR,PURNEA,851.71,90453.54513,207673.2601,851.71,0.202650263,14.3673833,24.81752721
1979,BIHAR,PURNEA,773.39,90453.54513,207673.2601,773.39,0.221302078,2.399407344,24.32444014
1980,BIHAR,PURNEA,891.47,90453.54513,207673.2601,891.47,0.232792994,5.560675637,24.28594118
1981,BIHAR,PURNEA,709.49,90453.54513,207673.2601,709.49,0.217024471,0.570016477,24.49883253
1982,BIHAR,PURNEA,602.16,90453.54513,207673.2601,602.16,0.22438365,2.351404023,24.68853118
1983,BIHAR,PURNEA,791.79,90453.54513,207673.2601,791.79,0.211795264,0.52443543,24.7187918
1984,BIHAR,PURNEA,679.83,90453.54513,207673.2601,679.83,0.212487356,7.185068045,25.12561868
1985,BIHAR,PURNEA,1008.98,90453.54513,207673.2601,1008.98,0.224262608,8.087686452,24.64355722
1986,BIHAR,PURNEA,838.25,90453.54513,207673.2601,838.25,0.22998059,9.396389339,24.67963284
1987,BIHAR,PURNEA,764.57,90453.54513,207673.2601,764.57,0.226363784,2.19289405,24.03269321
1988,BIHAR,PURNEA,1077.65,90453.54513,207673.2601,1077.65,0.202689187,8.500857998,24.09780555
1989,BIHAR,PURNEA,951.8,90453.54513,207673.2601,951.8,0.212683228,6.526642996,24.87403413
1990,BIHAR,PURNEA,976.78,90453.54513,207673.2601,976.78,0.216128064,5.672380119,25.0458338
1991,BIHAR,PURNEA,919.63,90453.54513,207673.2601,919.63,0.210756038,-0.245971533,24.60026367
1992,BIHAR,PURNEA,789.86,90453.54513,207673.2601,789.86,0.217231393,6.727410102,25.19697859
1993,BIHAR,PURNEA,1279.13,90453.54513,207673.2601,1279.13,0.221558585,6.885925704,24.02655365
1994,BIHAR,PURNEA,1120.93,90453.54513,207673.2601,1120.93,0.223380915,6.469784828,24.92976897
1995,BIHAR,PURNEA,1231.18,90453.54513,207673.2601,1231.18,0.230211519,7.961396391,24.3046108
1996,BIHAR,PURNEA,1189.74,90453.54513,207673.2601,1189.74,0.210058406,9.4341209,24.26512452
1997,BIHAR,PURNEA,1300.43,90453.54513,207673.2601,1300.43,0.199712486,0.47102606,24.34804165
1998,BIHAR,PURNEA,1138.83,90453.54513,207673.2601,1138.83,0.216935163,4.877662173,24.69011682
1999,BIHAR,PURNEA,1398.57,90453.54513,207673.2601,1398.57,0.232190928,8.539980613,24.94994807
2000,BIHAR,PURNEA,1239.58,90453.54513,207673.2601,1239.58,0.208583059,4.619168501,24.91198921
2001,BIHAR,PURNEA,1137.25,90453.54513,207673.2601,1137.25,0.220221287,10.75826039,24.58525852
2002,BIHAR,PURNEA,1167.02,90453.54513,207673.2601,1167.02,0.220310275,6.412035088,25.04663328
2003,BIHAR,PURNEA,1395.3,90453.54513,207673.2601,1395.3,0.215267238,-3.813470601,25.5738703
2004,BIHAR,PURNEA,761.27,90453.54513,207673.2601,761.27,0.213422065,10.1582872,24.67079401
2005,BIHAR,PURNEA,1012.79,90453.54513,207673.2601,1012.79,0.204118525,5.375626471,24.77789749
2006,BIHAR,PURNEA,1052.09,90453.54513,207673.2601,1052.09,0.190536197,-2.887411561,24.42463462
2007,BIHAR,PURNEA,966.79,90453.54513,207673.2601,966.79,0.20223431,4.699693303,24.53452034
2008,BIHAR,PURNEA,1029.43,90453.54513,207673.2601,1029.43,0.209449776,-0.380679288,25.35467324
2009,BIHAR,PURNEA,1189.2,90453.54513,207673.2601,1189.2,0.224327044,9.726799033,25.35982872
2010,BIHAR,PURNEA,1251.24,90453.54513,207673.2601,1251.24,0.212321537,5.781937704,24.62996587
2011,BIHAR,PURNEA,2012.23,90453.54513,207673.2601,2012.23,0.20816256,1.342415781,24.97562544
2012,BIHAR,PURNEA,2309.35,90453.54513,207673.2601,2309.35,0.204442963,10.01538289,25.19072825
2013,BIHAR,PURNEA,2477.2,90453.54513,207673.2601,2477.2,0.219920876,8.253770935,24.50724109
2014,BIHAR,PURNEA,2553.49,90453.54513,207673.2601,2553.49,0.226936389,4.78231892,24.07754548
2015,BIHAR,PURNEA,1988.61,90453.54513,207673.2601,1988.61,0.223987175,-0.266844593,25.07515408
2016,BIHAR,PURNEA,2150.19,90453.54513,207673.2601,2150.19,0.219414314,1.748773637,25.17869342
2017,BIHAR,PURNEA,1866.82,90453.54513,207673.2601,1866.82,0.19859669,1.673853056,25.10513901
1966,BIHAR,SARAN,136.98,90453.54513,207673.2601,136.98,0.209836075,9.693628621,24.5434252
1967,BIHAR,SARAN,559.11,90453.54513,207673.2601,559.11,0.23282586,-2.443343823,25.49205504
1968,BIHAR,SARAN,584.68,90453.54513,207673.2601,584.68,0.224572322,5.724968522,24.87263199
1969,BIHAR,SARAN,458.13,90453.54513,207673.2601,458.13,0.197977785,4.709720651,24.15670482
1970,BIHAR,SARAN,873.93,90453.54513,207673.2601,873.93,0.212796912,11.13883769,23.93245588
1971,BIHAR,SARAN,817.09,90453.54513,207673.2601,817.09,0.216983802,7.124825393,24.5819025
1972,BIHAR,SARAN,992.48,90453.54513,207673.2601,992.48,0.205731233,8.637194031,24.84290537
1973,BIHAR,SARAN,706.4,90453.54513,207673.2601,706.4,0.190260777,3.334342586,24.58652652
1974,BIHAR,SARAN,716.08,90453.54513,207673.2601,716.08,0.214341058,-0.193848333,25.72728081
1975,BIHAR,SARAN,833.75,90453.54513,207673.2601,833.75,0.205475235,4.333762726,24.93249137
1976,BIHAR,SARAN,638.12,90453.54513,207673.2601,638.12,0.2055144,9.846954535,24.24392524
1977,BIHAR,SARAN,852.74,90453.54513,207673.2601,852.74,0.209806014,9.835595761,23.59532873
1978,BIHAR,SARAN,854.9,90453.54513,207673.2601,854.9,0.212016058,3.808204749,24.84800663
1979,BIHAR,SARAN,804.69,90453.54513,207673.2601,804.69,0.213261989,1.657423582,25.22497665
1980,BIHAR,SARAN,770.11,90453.54513,207673.2601,770.11,0.204512918,0.67774698,25.66238321
1981,BIHAR,SARAN,739.3,90453.54513,207673.2601,739.3,0.211150722,5.278009591,24.62929373
1982,BIHAR,SARAN,853.1,90453.54513,207673.2601,853.1,0.195778584,6.643898464,25.59149916
1983,BIHAR,SARAN,957.14,90453.54513,207673.2601,957.14,0.216463208,13.32710017,24.05103579
1984,BIHAR,SARAN,997.71,90453.54513,207673.2601,997.71,0.184790063,6.577796393,24.55854558
1985,BIHAR,SARAN,1092.22,90453.54513,207673.2601,1092.22,0.210457917,9.029972574,24.22330088
1986,BIHAR,SARAN,1276.14,90453.54513,207673.2601,1276.14,0.222544679,2.058802665,25.12655006
1987,BIHAR,SARAN,952.89,90453.54513,207673.2601,952.89,0.20275941,6.16964763,24.07996092
1988,BIHAR,SARAN,1378.88,90453.54513,207673.2601,1378.88,0.220517119,6.661534883,24.93137442
1989,BIHAR,SARAN,1359.2,90453.54513,207673.2601,1359.2,0.224910144,5.258489966,24.10958492
1990,BIHAR,SARAN,1319.63,90453.54513,207673.2601,1319.63,0.180273818,5.852048621,25.60939038
1991,BIHAR,SARAN,1281.01,90453.54513,207673.2601,1281.01,0.211839188,6.592234943,24.54337159
1992,BIHAR,SARAN,600.16,90453.54513,207673.2601,600.16,0.184595083,8.36632667,24.91948253
1993,BIHAR,SARAN,1362.3,90453.54513,207673.2601,1362.3,0.212170733,11.80673282,23.8361133
1994,BIHAR,SARAN,1285.73,90453.54513,207673.2601,1285.73,0.213281105,-5.366596353,23.9830985
1995,BIHAR,SARAN,1014.5,90453.54513,207673.2601,1014.5,0.188527377,11.52983018,24.34380137
1996,BIHAR,SARAN,1530.89,90453.54513,207673.2601,1530.89,0.232601201,-2.592897977,25.15575867
1997,BIHAR,SARAN,1471.84,90419,125865,1.392019376,0.216212975,7.50495671,25.06004485
1998,BIHAR,SARAN,1350.94,77607,97132,1.25158813,0.204862583,17.73928745,25.27319459
1999,BIHAR,SARAN,1559.39,21071,24933,1.183285084,0.228006612,5.748441163,23.9756342
2000,BIHAR,SARAN,1295.53,92523,131329,1.419420036,0.195396685,6.861238302,24.98393429
2001,BIHAR,SARAN,1266.67,80174,97972,1.221992167,0.201061107,4.409844035,24.45055087
2002,BIHAR,SARAN,1184.67,87310,99238,1.136616653,0.190358262,9.297454341,24.32644744
2003,BIHAR,SARAN,1447.93,78924,141486,1.792686635,0.231363269,7.772185368,24.46188578
2004,BIHAR,SARAN,1023.99,81437,58822,0.722300674,0.216676281,2.580906381,24.67226571
2005,BIHAR,SARAN,943.13,87448,117956,1.348870186,0.219946835,5.389377329,25.06102182
2006,BIHAR,SARAN,1247.83,86752,97669,1.125841479,0.21636283,0.368960086,25.29190226
2007,BIHAR,SARAN,1117.54,82111,122195,1.488168455,0.219090495,5.366435499,24.99103567
2008,BIHAR,SARAN,1311.18,81527,117461,1.440761956,0.214133594,3.86428167,25.04713498
2009,BIHAR,SARAN,671.97,76357,83299,1.090915044,0.216062031,6.643847363,25.64202438
2010,BIHAR,SARAN,1019.96,71282,89334,1.253247664,0.214428852,2.411573119,25.07903615
2011,BIHAR,SARAN,1908.73,77672,136112,1.752394685,0.207266899,4.888984154,24.62358219
2012,BIHAR,SARAN,2290.19,70881,166594,2.350333658,0.21288657,6.005006481,25.02105198
2013,BIHAR,SARAN,1662.38,74724,130551,1.747109362,0.216088763,6.353231095,25.58432256
2014,BIHAR,SARAN,2086.01,72545,164722,2.270618237,0.214458309,7.332561183,24.29531928
2015,BIHAR,SARAN,1180.61,90453.54513,207673.2601,1180.61,0.198575096,5.090304279,24.51503113
2016,BIHAR,SARAN,1853.21,90453.54513,207673.2601,1853.21,0.199902951,2.02767431,25.45556348
2017,BIHAR,SARAN,1745.64,90453.54513,207673.2601,1745.64,0.224181232,6.371508968,24.58526315
1966,BIHAR,PATNA,116.69,90453.54513,207673.2601,116.69,0.210282877,5.066853477,25.11264445
1967,BIHAR,PATNA,959.25,90453.54513,207673.2601,959.25,0.219200071,11.08437082,25.37504324
1968,BIHAR,PATNA,878.88,90453.54513,207673.2601,878.88,0.202431618,11.71485011,24.10258937
1969,BIHAR,PATNA,680.58,90453.54513,207673.2601,680.58,0.198621359,-0.899259572,24.5262883
1970,BIHAR,PATNA,1008.01,90453.54513,207673.2601,1008.01,0.204916851,9.046915347,25.33284425
1971,BIHAR,PATNA,1694.92,90453.54513,207673.2601,1694.92,0.211127167,10.04986341,24.66728631
1972,BIHAR,PATNA,1490.81,90453.54513,207673.2601,1490.81,0.206701414,-0.768013874,23.72120336
1973,BIHAR,PATNA,1009.38,90453.54513,207673.2601,1009.38,0.226292153,8.858506699,24.47551472
1974,BIHAR,PATNA,1206.56,90453.54513,207673.2601,1206.56,0.21514805,10.44091719,25.12773084
1975,BIHAR,PATNA,1296.1,90453.54513,207673.2601,1296.1,0.231842204,1.212909416,25.36874616
1976,BIHAR,PATNA,1088.6,90453.54513,207673.2601,1088.6,0.217396899,4.779434489,24.75592226
1977,BIHAR,PATNA,1411.21,90453.54513,207673.2601,1411.21,0.189227309,6.892742284,24.97239041
1978,BIHAR,PATNA,1535.27,90453.54513,207673.2601,1535.27,0.223913233,8.813432905,24.54596954
1979,BIHAR,PATNA,729.61,90453.54513,207673.2601,729.61,0.198257301,1.018945553,25.18209171
1980,BIHAR,PATNA,1268.48,90453.54513,207673.2601,1268.48,0.215658154,11.74617609,25.44309739
1981,BIHAR,PATNA,1134.33,90453.54513,207673.2601,1134.33,0.205605977,-4.185598045,25.11459956
1982,BIHAR,PATNA,1204.53,90453.54513,207673.2601,1204.53,0.234779928,12.57987035,24.67141623
1983,BIHAR,PATNA,1058.65,90453.54513,207673.2601,1058.65,0.227748797,8.712479944,24.94755514
1984,BIHAR,PATNA,1277.77,90453.54513,207673.2601,1277.77,0.205934611,2.852285049,25.20674356
1985,BIHAR,PATNA,1493.11,90453.54513,207673.2601,1493.11,0.212079241,10.28317182,24.74435045
1986,BIHAR,PATNA,1488.54,90453.54513,207673.2601,1488.54,0.215798798,0.722147387,25.13076412
1987,BIHAR,PATNA,961.47,90453.54513,207673.2601,961.47,0.221986958,6.535822877,24.9156541
1988,BIHAR,PATNA,1987.72,90453.54513,207673.2601,1987.72,0.213644336,7.153666974,25.44017851
1989,BIHAR,PATNA,1742.79,90453.54513,207673.2601,1742.79,0.203103868,7.141816675,25.08056843
1990,BIHAR,PATNA,1680.39,90453.54513,207673.2601,1680.39,0.206177231,1.762554819,24.48122091
1991,BIHAR,PATNA,1153.92,90453.54513,207673.2601,1153.92,0.213307999,3.480756743,25.43274661
1992,BIHAR,PATNA,799.5,90453.54513,207673.2601,799.5,0.225697387,6.594866936,24.9605272
1993,BIHAR,PATNA,1772.33,90453.54513,207673.2601,1772.33,0.217631196,2.32742389,24.66063164
1994,BIHAR,PATNA,1766.97,90453.54513,207673.2601,1766.97,0.205618668,7.318406576,24.05349776
1995,BIHAR,PATNA,1811.95,90453.54513,207673.2601,1811.95,0.219836545,2.890512764,24.84618907
1996,BIHAR,PATNA,1808.75,90453.54513,207673.2601,1808.75,0.209482969,10.96114274,25.64794406
1997,BIHAR,PATNA,1482.81,96883,184533,1.904699483,0.222256897,13.77456736,23.36581148
1998,BIHAR,PATNA,2149.83,112546,286195,2.542915786,0.238622922,4.473821732,23.38564304
1999,BIHAR,PATNA,2761.29,680,747,1.098529412,0.209764554,10.56243641,25.11416928
2000,BIHAR,PATNA,1424.11,99926,202790,2.029401757,0.221368869,4.899619897,24.84858576
2001,BIHAR,PATNA,1834.2,104738,203542,1.943344345,0.205898884,1.278986621,25.06669147
2002,BIHAR,PATNA,1497.51,108394,218176,2.012805137,0.21223018,3.832553902,24.46730664
2003,BIHAR,PATNA,1636.89,100978,230566,2.283329042,0.21364844,6.388991309,23.65961094
2004,BIHAR,PATNA,355.04,76258,43374,0.568779669,0.211415981,-2.973645717,24.31450711
2005,BIHAR,PATNA,977.06,85032,135955,1.598868661,0.237982954,9.089426412,25.51050226
2006,BIHAR,PATNA,2026.43,88480,145350,1.642744123,0.210286887,6.39124685,24.50470499
2007,BIHAR,PATNA,971.01,86036,90805,1.055430285,0.219221333,10.96386239,24.50903527
2008,BIHAR,PATNA,1463.3,88287,135438,1.534065038,0.194051949,9.001830374,23.41579961
2009,BIHAR,PATNA,993.13,45916,47720,1.039289137,0.217672783,6.560884191,23.82825962
2010,BIHAR,PATNA,1167.18,47667,61253,1.285018986,0.224773363,4.181967928,25.28558319
2011,BIHAR,PATNA,2759.97,60114,167324,2.783444788,0.208076844,13.57545121,24.60078558
2012,BIHAR,PATNA,2751.57,59836,191978,3.208402968,0.188250596,16.81050604,25.22610055
2013,BIHAR,PATNA,2354.38,56734,137470,2.423062009,0.2129663,4.26539558,24.35364992
2014,BIHAR,PATNA,2575.84,63660,163121,2.56237826,0.213524656,11.17260997,23.99660859
2015,BIHAR,PATNA,2946.06,90453.54513,207673.2601,2946.06,0.220593568,2.42739431,24.60003782
2016,BIHAR,PATNA,3077.4,90453.54513,207673.2601,3077.4,0.233461848,3.022712836,24.44402305
2017,BIHAR,PATNA,3115.03,90453.54513,207673.2601,3115.03,0.209552281,4.029917847,24.31395452
1966,BIHAR,MUNGAIR,620.98,90453.54513,207673.2601,620.98,0.204789936,9.384556043,24.32699492
1967,BIHAR,MUNGAIR,1144.77,90453.54513,207673.2601,1144.77,0.201683639,0.586576133,24.66303056
1968,BIHAR,MUNGAIR,1121.72,90453.54513,207673.2601,1121.72,0.215333603,13.71096374,24.48471529
1969,BIHAR,MUNGAIR,865.18,90453.54513,207673.2601,865.18,0.21814636,10.65050389,24.26436544
1970,BIHAR,MUNGAIR,933.64,90453.54513,207673.2601,933.64,0.207896263,9.268718632,25.63285679
1971,BIHAR,MUNGAIR,975.87,90453.54513,207673.2601,975.87,0.221139645,4.492069275,24.95947712
1972,BIHAR,MUNGAIR,1046.21,90453.54513,207673.2601,1046.21,0.218006658,10.10858055,24.80974098
1973,BIHAR,MUNGAIR,850.37,90453.54513,207673.2601,850.37,0.213785134,-8.625671702,24.69722691
1974,BIHAR,MUNGAIR,1144.21,90453.54513,207673.2601,1144.21,0.20432867,8.165649422,25.06330694
1975,BIHAR,MUNGAIR,852.67,90453.54513,207673.2601,852.67,0.208534174,6.761752943,24.99641132
1976,BIHAR,MUNGAIR,620.59,90453.54513,207673.2601,620.59,0.189055264,-3.469935221,24.21336003
1977,BIHAR,MUNGAIR,993.9,90453.54513,207673.2601,993.9,0.215710688,7.992407519,23.96436455
1978,BIHAR,MUNGAIR,943.4,90453.54513,207673.2601,943.4,0.21361623,8.915601234,23.59345732
1979,BIHAR,MUNGAIR,800,90453.54513,207673.2601,800,0.215237607,-3.307521119,25.62646516
1980,BIHAR,MUNGAIR,897.96,90453.54513,207673.2601,897.96,0.218396007,0.027285517,24.50784464
1981,BIHAR,MUNGAIR,689.12,90453.54513,207673.2601,689.12,0.217211032,16.28308836,25.02652938
1982,BIHAR,MUNGAIR,538.18,90453.54513,207673.2601,538.18,0.212248986,5.029374874,24.83153024
1983,BIHAR,MUNGAIR,882.27,90453.54513,207673.2601,882.27,0.213839498,10.8392729,25.18677898
1984,BIHAR,MUNGAIR,1325.72,90453.54513,207673.2601,1325.72,0.199309653,11.59515223,24.69823068
1985,BIHAR,MUNGAIR,1344.62,90453.54513,207673.2601,1344.62,0.207515611,7.930826675,24.06651507
1986,BIHAR,MUNGAIR,1441.59,90453.54513,207673.2601,1441.59,0.213857528,11.04734936,24.2119412
1987,BIHAR,MUNGAIR,1108.29,90453.54513,207673.2601,1108.29,0.205994282,-4.603299186,24.5551205
1988,BIHAR,MUNGAIR,1258.03,90453.54513,207673.2601,1258.03,0.221954325,4.808495547,23.93786457
1989,BIHAR,MUNGAIR,1399.71,90453.54513,207673.2601,1399.71,0.206766497,-9.441851031,24.30333592
1990,BIHAR,MUNGAIR,1431.11,90453.54513,207673.2601,1431.11,0.215515871,-2.769325718,24.13108839
1991,BIHAR,MUNGAIR,722.34,90453.54513,207673.2601,722.34,0.214518474,3.23107012,24.56615622
1992,BIHAR,MUNGAIR,504.7,90453.54513,207673.2601,504.7,0.220815593,2.63422041,24.48248351
1993,BIHAR,MUNGAIR,962.53,90453.54513,207673.2601,962.53,0.222360729,6.168194051,24.79024048
1994,BIHAR,MUNGAIR,1036.75,90453.54513,207673.2601,1036.75,0.220293143,5.857890047,25.15773328
1995,BIHAR,MUNGAIR,1089.01,90453.54513,207673.2601,1089.01,0.192292755,6.629854755,24.60919201
1996,BIHAR,MUNGAIR,1353.68,90453.54513,207673.2601,1353.68,0.225294299,6.834690848,23.97929469
1997,BIHAR,MUNGAIR,1279.15,90453.54513,207673.2601,1279.15,0.2286259,7.625756228,23.70633092
1998,BIHAR,MUNGAIR,905.09,90453.54513,207673.2601,905.09,0.208531574,1.165919218,24.81165851
1999,BIHAR,MUNGAIR,1063,90453.54513,207673.2601,1063,0.215719286,2.337181008,24.39774984
2000,BIHAR,MUNGAIR,1186.81,90453.54513,207673.2601,1186.81,0.204444501,5.776752308,24.65181891
2001,BIHAR,MUNGAIR,1116.56,90453.54513,207673.2601,1116.56,0.193869032,5.854427852,24.89527019
2002,BIHAR,MUNGAIR,1209.18,90453.54513,207673.2601,1209.18,0.205965665,0.551505778,25.45208811
2003,BIHAR,MUNGAIR,1261.26,90453.54513,207673.2601,1261.26,0.207951427,11.36893951,23.85674686
2004,BIHAR,MUNGAIR,615.83,90453.54513,207673.2601,615.83,0.20980431,9.585145993,24.2242708
2005,BIHAR,MUNGAIR,790.55,90453.54513,207673.2601,790.55,0.203763676,1.662559178,24.68788246
2006,BIHAR,MUNGAIR,1845.08,90453.54513,207673.2601,1845.08,0.206018566,4.91931254,24.16040282
2007,BIHAR,MUNGAIR,1584.03,90453.54513,207673.2601,1584.03,0.213242754,16.00884086,23.98597162
2008,BIHAR,MUNGAIR,1994.65,90453.54513,207673.2601,1994.65,0.205650547,6.764027794,25.38528829
2009,BIHAR,MUNGAIR,828.4,90453.54513,207673.2601,828.4,0.218788061,7.939572381,24.20652109
2010,BIHAR,MUNGAIR,450.77,90453.54513,207673.2601,450.77,0.220169424,2.916464849,24.075907
2011,BIHAR,MUNGAIR,1976.85,90453.54513,207673.2601,1976.85,0.237156695,4.395582062,24.15642486
2012,BIHAR,MUNGAIR,2232.54,90453.54513,207673.2601,2232.54,0.224609617,13.51777253,25.27349651
2013,BIHAR,MUNGAIR,1800.44,90453.54513,207673.2601,1800.44,0.215783848,6.527614741,24.38280878
2014,BIHAR,MUNGAIR,2513,90453.54513,207673.2601,2513,0.207150174,5.606501511,24.03769158
2015,BIHAR,MUNGAIR,2450.31,90453.54513,207673.2601,2450.31,0.216290291,5.999348035,24.31041866
2016,BIHAR,MUNGAIR,3036.5,90453.54513,207673.2601,3036.5,0.216618777,18.68805655,24.70641428
2017,BIHAR,MUNGAIR,2666.03,90453.54513,207673.2601,2666.03,0.208219686,6.160180121,25.17638511
1966,BIHAR,BHAGALPUR,238.01,90453.54513,207673.2601,238.01,0.221190131,1.810759109,25.13438385
1967,BIHAR,BHAGALPUR,1104.31,90453.54513,207673.2601,1104.31,0.199371837,2.684388097,24.3416151
1968,BIHAR,BHAGALPUR,1111.52,90453.54513,207673.2601,1111.52,0.210908819,9.864922617,24.46493754
1969,BIHAR,BHAGALPUR,853.02,90453.54513,207673.2601,853.02,0.218911402,-1.181263028,25.78194164
1970,BIHAR,BHAGALPUR,957.13,90453.54513,207673.2601,957.13,0.210476976,8.214057512,25.22834187
1971,BIHAR,BHAGALPUR,1024.6,90453.54513,207673.2601,1024.6,0.211285273,2.342054967,24.60460951
1972,BIHAR,BHAGALPUR,1486.02,90453.54513,207673.2601,1486.02,0.211974959,-3.332705177,23.58292339
1973,BIHAR,BHAGALPUR,950.92,90453.54513,207673.2601,950.92,0.204996805,1.06078152,24.50108528
1974,BIHAR,BHAGALPUR,960.92,90453.54513,207673.2601,960.92,0.225091827,6.098811653,24.06718993
1975,BIHAR,BHAGALPUR,0,90453.54513,207673.2601,0,0.203172441,12.93697957,24.29915891
1976,BIHAR,BHAGALPUR,1433.54,90453.54513,207673.2601,1433.54,0.216534411,10.52778966,24.2478337
1977,BIHAR,BHAGALPUR,1109.08,90453.54513,207673.2601,1109.08,0.217489296,4.492691474,24.61489553
1978,BIHAR,BHAGALPUR,1052.98,90453.54513,207673.2601,1052.98,0.203866598,10.82207795,24.76537942
1979,BIHAR,BHAGALPUR,653.59,90453.54513,207673.2601,653.59,0.21408386,4.177243459,24.36470919
1980,BIHAR,BHAGALPUR,1170.89,90453.54513,207673.2601,1170.89,0.204256496,-1.371415319,24.09164645
1981,BIHAR,BHAGALPUR,937.89,90453.54513,207673.2601,937.89,0.227263242,6.066580783,24.64103397
1982,BIHAR,BHAGALPUR,737.8,90453.54513,207673.2601,737.8,0.201964988,-1.56852737,24.48136022
1983,BIHAR,BHAGALPUR,1046.31,90453.54513,207673.2601,1046.31,0.206813846,9.918184142,23.78173001
1984,BIHAR,BHAGALPUR,1539.75,90453.54513,207673.2601,1539.75,0.201110567,9.99054305,25.03428508
